filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,6e1d7a4f-81d7-4289-9ae4-513b698d10c2,PROLIFIC,15-May-2020 13:09:12,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),102171,bda224ca-2847-480c-b995-1b5527e5278d,2020-05-15 13:09:12,843.038,2020-05-15 11:02:35.761000,2020-05-15 11:16:38.799000,9.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,34e021b9-d47d-4dd4-bc71-ddc5ab813ce2,PROLIFIC,15-May-2020 13:22:57,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),102909,39358b50-34b2-46a0-9640-b215b002e11b,2020-05-15 13:22:57,898.233,2020-05-15 11:13:09.673000,2020-05-15 11:28:07.906000,14.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,3001ce08-8aa7-46e0-913d-b77c82e4ffc0,PROLIFIC,15-May-2020 13:16:47,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),102441,95673989-2951-481f-8d2e-daa6c0fa4038,2020-05-15 13:16:47,478.319,2020-05-15 11:15:40.587000,2020-05-15 11:23:38.906000,9.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,bc0737bc-9dc1-4cc9-9776-697b15e532fb,PROLIFIC,15-May-2020 13:27:55,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),103369,27870d23-69e5-4d8b-a8fa-2c26c1b481c1,2020-05-15 13:27:55,1068.271,2020-05-15 11:14:54.337000,2020-05-15 11:32:42.608000,11.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,aaed3580-a3dc-4484-bc01-a732af18d15d,PROLIFIC,15-May-2020 13:27:37,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),103329,c07b61c4-c271-4235-a311-3f756fcf7c57,2020-05-15 13:27:37,437.789,2020-05-15 11:25:25.643000,2020-05-15 11:32:43.432000,3.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,856cb510-02b9-408e-a2a8-a37d89e902a3,PROLIFIC,15-May-2020 13:27:53,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),103361,382cb677-0358-417c-a1a0-cf32f80f1b35,2020-05-15 13:27:53,1229.406,2020-05-15 11:17:10.254000,2020-05-15 11:37:39.660000,14.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,5dc4ef01-5966-49da-b93c-8694d8e953c4,PROLIFIC,15-May-2020 13:33:24,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),103901,4b3f13c0-f02d-4a7b-af90-deaffffb1c74,2020-05-15 13:33:24,1088.347,2020-05-15 11:23:09.668000,2020-05-15 11:41:18.015000,11.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,8ef3f66a-0f58-4cad-8d21-810177ffbac6,PROLIFIC,15-May-2020 13:21:23,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),102772,c4575343-e0b5-471e-a625-6126a088a3b5,2020-05-15 13:21:23,590.844,2020-05-15 11:12:01.538000,2020-05-15 11:21:52.382000,1.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,997f1003-4c3d-4d4e-9e8b-f20840f418cb,PROLIFIC,15-May-2020 13:36:33,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),104124,1a1fb0b1-c32a-4cb8-a5fb-f179a5acb19c,2020-05-15 13:36:33,873.299,2020-05-15 11:24:58.660000,2020-05-15 11:39:31.959000,12.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
qu70-s_qu70-batch39.csv,,NOT AVAILABLE,NOT AVAILABLE,1055490f-c8de-4de5-8dd3-493d90484345,PROLIFIC,15-May-2020 13:29:54,362,13093,e2bfec89-d271-42f1-88ae-05e853da68fc,You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.,You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.,You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.,4,1,https://app.prolific.co/submissions/complete?cc=2EA63580,Agree or disagree (run4-experiment2-batch39-70-70),103588,5e0a741f-99cb-4757-b66f-580b686f15e6,2020-05-15 13:29:54,663.004,2020-05-15 11:19:51.212000,2020-05-15 11:30:54.216000,9.0,true,variability_limited,made_of_wood,guitar,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch39.csv
