filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,ddf3aa13-679a-4b92-9617-a23cfa051331,PROLIFIC,27-May-2020 17:42:19,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),174919,11ed76a0-b97d-477a-9155-2ff273eeac18,2020-05-27 17:42:19,1168.713,2020-05-27 15:24:06.852000,2020-05-27 15:43:35.565000,3.0,false,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,7a7fa433-9f0e-413b-ac04-1c69c639b983,PROLIFIC,27-May-2020 17:41:57,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),174902,7dc0e26a-dc1d-4ec8-881d-6e142a6a0c0f,2020-05-27 17:41:57,1353.043,2020-05-27 15:21:59.282000,2020-05-27 15:44:32.325000,8.0,true,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,3ef42603-ce7b-43bb-8e22-4d880582e3dd,PROLIFIC,27-May-2020 17:22:59,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),174375,b2182355-d7fb-49a8-9309-a9956fb40d94,2020-05-27 17:22:59,1393.362,2020-05-27 15:03:58.669000,2020-05-27 15:27:12.031000,6.0,false,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,791379d6-9fc9-4d85-8d5b-316861ac6241,PROLIFIC,27-May-2020 17:27:05,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),174506,1f6c2f60-1034-4ad8-9d63-795289aff0ca,2020-05-27 17:27:05,489.502,2020-05-27 15:19:26.477000,2020-05-27 15:27:35.979000,10.0,false,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,079721af-fd39-4b03-8c56-75755b8fd0e5,PROLIFIC,27-May-2020 17:46:51,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175070,7f46abb2-5097-441d-bc3e-fec8d625bf5b,2020-05-27 17:46:51,619.781,2020-05-27 15:42:11.689000,2020-05-27 15:52:31.470000,5.0,true,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,8d2fc8cf-57c4-4dd1-a47f-3f0c75467115,PROLIFIC,27-May-2020 18:00:15,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175532,a9f59916-b3ed-47c7-b3b2-732d06b49055,2020-05-27 18:00:15,326.175,2020-05-27 15:55:07.611000,2020-05-27 16:00:33.786000,4.0,true,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,22fe3493-3ece-43ba-babd-ad3caeedd9c8,PROLIFIC,27-May-2020 18:08:12,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175907,ce4ca099-6c82-4bfd-a3e5-160c7952cbc8,2020-05-27 18:08:12,1194.996,2020-05-27 15:51:11.302000,2020-05-27 16:11:06.298000,5.0,true,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,49b2d8db-4878-470a-b23e-ad4c5d8f3416,PROLIFIC,27-May-2020 17:57:04,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175404,28affb83-4cc3-4e97-a0fd-e9312112d14a,2020-05-27 17:57:04,1098.9,2020-05-27 15:41:01.813000,2020-05-27 15:59:20.713000,8.0,false,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,a09a3fa8-6806-411d-9bdb-fa80288911d0,PROLIFIC,27-May-2020 18:04:09,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175710,a695c0ed-877c-4ba0-a4ef-e2ffa621eb7f,2020-05-27 18:04:09,1120.332,2020-05-27 15:56:35.411000,2020-05-27 16:15:15.743000,10.0,false,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
qu70-s_qu70-batch133.csv,,NOT AVAILABLE,NOT AVAILABLE,4e10c0f7-314a-4306-ab86-b683e8f9e4a0,PROLIFIC,27-May-2020 17:54:18,463,20353,aecdbb82-8ea7-4587-9a79-50707ed9d7b4,I know that being hot is necessary for many things (a/an) pie does or is used for. ,I know that being sharp is necessary for many things (a/an) razor does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,4,1,https://app.prolific.co/submissions/complete?cc=483CB423,Agree or disagree (run4-experiment2-batch133-70-70),175320,1c3a699f-fabd-46c5-a220-2eb1f6f44f44,2020-05-27 17:54:18,544.401,2020-05-27 15:46:17.009000,2020-05-27 15:55:21.410000,8.0,true,affording_activity,hot,pie,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch133.csv
