filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,3ef42603-ce7b-43bb-8e22-4d880582e3dd,PROLIFIC,02-Apr-2020 10:03:40,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,51221,7dbac8f9-ddcc-46ab-896b-b5c6342424b4,2020-04-02 10:03:40,1088.785,2020-04-02 07:49:15.548000,2020-04-02 08:07:24.333000,9.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,5458f999-5d7b-4517-8f23-cc8f81dcf6f9,PROLIFIC,02-Apr-2020 09:50:35,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,50017,47b67f3c-a33c-42bb-a622-f5730dc825cb,2020-04-02 09:50:35,551.694,2020-04-02 07:48:48.261000,2020-04-02 07:57:59.955000,8.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,dab13968-6344-4c24-b54f-9d9a2d0bca05,PROLIFIC,02-Apr-2020 09:56:50,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,50871,840936b9-9264-4b67-8dc8-250f483228bf,2020-04-02 09:56:50,676.049,2020-04-02 07:49:07.011000,2020-04-02 08:00:23.060000,4.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,3aef9281-5055-4d3f-bdf1-add54c08680b,PROLIFIC,02-Apr-2020 10:29:12,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,51587,b4fa3a2d-1a4c-4ba4-bcc6-94986a6729cb,2020-04-02 10:29:12,1517.877,2020-04-02 08:09:09.683000,2020-04-02 08:34:27.560000,8.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,30458dde-49c2-4b39-9122-f21300c72732,PROLIFIC,02-Apr-2020 09:52:59,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,50339,0550039a-869d-4cea-a7e1-ee83857fc166,2020-04-02 09:52:59,457.34,2020-04-02 07:48:57.846000,2020-04-02 07:56:35.186000,5.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,f570c033-9323-4734-b896-246e6599eeb2,PROLIFIC,02-Apr-2020 09:54:15,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,50516,58c2d5a3-a152-4d35-b975-c2e6fbd1d5a1,2020-04-02 09:54:15,1080.143,2020-04-02 07:48:46.423000,2020-04-02 08:06:46.566000,10.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,c31e0178-8509-41cc-a9eb-d312461c16fc,PROLIFIC,02-Apr-2020 09:59:42,200,7854,974b0379-8748-4ff9-8083-43bcde9cdd03,"I could say (a/an) cherry is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,51057,d6c98125-e502-4535-a764-d105469f96bd,2020-04-02 09:59:42,739.38,2020-04-02 07:48:47.111000,2020-04-02 08:01:06.491000,4.0,false,creative,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,3ef42603-ce7b-43bb-8e22-4d880582e3dd,PROLIFIC,02-Apr-2020 10:04:10,200,7855,543ef48d-dfc5-4e17-bcfd-bfafb6eadaff,"I think (a/an) cherry can be red, but this is rare or uncommon","I think (a/an) snail can be purple, but this is rare or uncommon","I think (a/an) bell_pepper can be green, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,51238,8391d0c6-146b-432a-9b9a-80d747214e39,2020-04-02 10:04:10,1088.785,2020-04-02 07:49:15.548000,2020-04-02 08:07:24.333000,7.0,false,rare,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,5458f999-5d7b-4517-8f23-cc8f81dcf6f9,PROLIFIC,02-Apr-2020 09:53:21,200,7855,543ef48d-dfc5-4e17-bcfd-bfafb6eadaff,"I think (a/an) cherry can be red, but this is rare or uncommon","I think (a/an) snail can be purple, but this is rare or uncommon","I think (a/an) bell_pepper can be green, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,50393,9df050f0-f13d-45a5-a248-283425c7a2a5,2020-04-02 09:53:21,551.694,2020-04-02 07:48:48.261000,2020-04-02 07:57:59.955000,14.0,true,rare,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
qu70-s_qu70-batch29.csv,,NOT AVAILABLE,NOT AVAILABLE,dab13968-6344-4c24-b54f-9d9a2d0bca05,PROLIFIC,02-Apr-2020 10:00:08,200,7855,543ef48d-dfc5-4e17-bcfd-bfafb6eadaff,"I think (a/an) cherry can be red, but this is rare or uncommon","I think (a/an) snail can be purple, but this is rare or uncommon","I think (a/an) bell_pepper can be green, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=3E04C93E,51083,ae7af829-9d59-437d-90b0-fdf912d8ca80,2020-04-02 10:00:08,676.049,2020-04-02 07:49:07.011000,2020-04-02 08:00:23.060000,4.0,false,rare,red,cherry,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch29.csv
