filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,ddf3aa13-679a-4b92-9617-a23cfa051331,PROLIFIC,20-May-2020 09:31:38,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114279,75461ff4-fd4a-471c-8438-f36c1fda61f1,2020-05-20 09:31:38,356.967,2020-05-20 07:27:15.845000,2020-05-20 07:33:12.812000,4.0,true,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,979ed852-58c0-40e1-9e91-ec48e57c6c10,PROLIFIC,20-May-2020 09:35:41,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114507,6f217ec8-9d46-4fc7-86e8-fe7bc6f108e9,2020-05-20 09:35:41,732.617,2020-05-20 07:27:35.230000,2020-05-20 07:39:47.847000,82.0,true,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,614fbb9d-a2ac-43d3-80ea-49f5cde0830c,PROLIFIC,20-May-2020 09:38:12,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114624,4a82c947-8fe9-4530-a7c7-0d491883ef9a,2020-05-20 09:38:12,419.646,2020-05-20 07:33:13.795000,2020-05-20 07:40:13.441000,4.0,false,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,4b13e8b4-b496-41f0-bd59-1bfb5bb1b79d,PROLIFIC,20-May-2020 09:16:32,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),113774,4344d199-48f3-4daa-a6af-349320150e8f,2020-05-20 09:16:32,505.37,2020-05-20 07:15:31.931000,2020-05-20 07:23:57.301000,7.0,false,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,4143fee4-d4f0-4e3d-901d-91dbd47391f1,PROLIFIC,20-May-2020 09:31:42,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114285,4231f116-7dbf-4005-a8ca-0d1117ff429a,2020-05-20 09:31:42,432.7,2020-05-20 07:27:48.942000,2020-05-20 07:35:01.642000,5.0,false,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,4258bc08-f0ce-4eaf-95d2-189cfe6d69b4,PROLIFIC,20-May-2020 09:13:46,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),113750,9d90e1cc-7a40-4e98-90c2-26275356aeaf,2020-05-20 09:13:46,872.165,2020-05-20 07:11:50.925000,2020-05-20 07:26:23.090000,7.0,true,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,1d3cfa2d-72e2-4327-91f8-6e07d1237275,PROLIFIC,20-May-2020 09:09:21,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),113717,542e5320-48f6-4916-87ea-a99fb86bbf68,2020-05-20 09:09:21,830.548,2020-05-20 06:59:03.786000,2020-05-20 07:12:54.334000,14.0,false,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,92bfad7d-b200-49fa-b369-5909c36e81d2,PROLIFIC,20-May-2020 09:31:14,381,14255,6870da8f-f3dc-4e31-9f4d-a8fcf8208569,You can find (a/an) kitchenette which is square. Square is one of many possible shapes (a/an) kitchenette usually has. The range of shapes is almost unlimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. ,You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114248,fd7ed9e5-9c43-42ae-a3d6-53055fc4a8d1,2020-05-20 09:31:14,858.771,2020-05-20 07:21:17.768000,2020-05-20 07:35:36.539000,9.0,false,variability_open,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,ddf3aa13-679a-4b92-9617-a23cfa051331,PROLIFIC,20-May-2020 09:31:20,381,14256,45d74ff6-117d-49ce-989f-d82be3d8aa24,"I could say (a/an) kitchenette is square, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114260,db83fdd1-7a5d-4fea-82a4-340424273abe,2020-05-20 09:31:20,356.967,2020-05-20 07:27:15.845000,2020-05-20 07:33:12.812000,2.0,false,creative,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
qu70-s_qu70-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,979ed852-58c0-40e1-9e91-ec48e57c6c10,PROLIFIC,20-May-2020 09:38:00,381,14256,45d74ff6-117d-49ce-989f-d82be3d8aa24,"I could say (a/an) kitchenette is square, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",4,1,https://app.prolific.co/submissions/complete?cc=2D9B689F,Agree or disagree (run4-experiment2-batch53-70-70),114608,e71dea61-cb2f-436d-9bc9-1c48fdb6147a,2020-05-20 09:38:00,732.617,2020-05-20 07:27:35.230000,2020-05-20 07:39:47.847000,3.0,false,creative,square,kitchenette,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch53.csv
