filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,3ef42603-ce7b-43bb-8e22-4d880582e3dd,PROLIFIC,17-Feb-2021 15:34:21,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),422704,7acf4521-21de-466d-8487-bcdef8bed6f2,2021-02-17 15:34:21,433.829,2021-02-17 14:31:33.967000,2021-02-17 14:38:47.796000,5.0,true,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,3c7f99c6-8c44-4376-8697-6fa9bd1f8730,PROLIFIC,17-Feb-2021 18:25:39,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),424346,28e4911f-cc80-4d50-b55e-6e96142b02be,2021-02-17 18:25:39,1380.039,2021-02-17 17:07:22.044000,2021-02-17 17:30:22.083000,7.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,8ca19d02-bb81-4103-81af-4b81a5d16e93,PROLIFIC,17-Feb-2021 18:38:58,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),424460,bbc1e475-de35-4493-bf46-ae3fca259cb4,2021-02-17 18:38:58,380.884,2021-02-17 17:37:10.379000,2021-02-17 17:43:31.263000,5.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,4143fee4-d4f0-4e3d-901d-91dbd47391f1,PROLIFIC,17-Feb-2021 16:36:18,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),423739,266761a5-9fac-484d-93ed-fc05b105507e,2021-02-17 16:36:18,672.178,2021-02-17 15:33:34.368000,2021-02-17 15:44:46.546000,98.0,true,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,d7e2b34c-3afd-4814-9e4b-57c77422ac11,PROLIFIC,17-Feb-2021 16:20:56,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),423541,e9dd303d-8c3a-4d8d-8db0-25a2739f05c5,2021-02-17 16:20:56,521.543,2021-02-17 15:15:22.818000,2021-02-17 15:24:04.361000,5.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,d2a2f7d2-df3b-4a75-bc95-28a0fc89495b,PROLIFIC,17-Feb-2021 15:06:11,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),422257,b38d221a-f378-47d9-91ac-a5422019c8f4,2021-02-17 15:06:11,349.449,2021-02-17 14:00:48.744000,2021-02-17 14:06:38.193000,2.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,0a9070ef-fe6e-43e0-946f-c5703293e89c,PROLIFIC,17-Feb-2021 15:13:57,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),422384,1a687bed-8bb8-4bd8-ba9a-80dfefb41195,2021-02-17 15:13:57,275.835,2021-02-17 14:13:13.126000,2021-02-17 14:17:48.961000,3.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,42fdbbd6-0b7f-4a6f-91c5-75e57a1093c6,PROLIFIC,17-Feb-2021 15:59:07,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),423241,95cf719c-7efb-4144-8373-d104d6c6bfa5,2021-02-17 15:59:07,341.778,2021-02-17 14:55:08.292000,2021-02-17 15:00:50.070000,4.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,ba2e5d60-1be5-4160-8883-d9dc1d2a590c,PROLIFIC,17-Feb-2021 16:51:45,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),424014,dd12941f-555e-4c63-9de6-412bb3854a13,2021-02-17 16:51:45,308.795,2021-02-17 15:48:54.490000,2021-02-17 15:54:03.285000,2.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
qu70-s_qu4-batch7.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,c2fac0e6-01c1-4b66-8685-a3cbaffce5ba,PROLIFIC,17-Feb-2021 15:50:06,1191,47749,0df552ad-efa6-4606-9565-18bc1cea0572,I think it is impossible for (a/an) bikini to be hot.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,5_scalar_heat-set_extension_full_range,https://app.prolific.co/submissions/complete?cc=844771CC,Agree or disagree (run5_scalar_heat-set_extension_full_range-experiment_scalar-batch7-70-70),422931,8114c753-922f-49dc-b79c-674034449f81,2021-02-17 15:50:06,246.043,2021-02-17 14:47:31.501000,2021-02-17 14:51:37.544000,2.0,false,impossible,hot,bikini,../data/prolific_output/run5_scalar_heat-group_scalar_heat/qu70-s_qu4-batch7.csv
