filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,d329e270-9b2d-4838-ba5d-6b6253f5fca6,PROLIFIC,05-Dec-2019 11:13:21,114,4489,d5e2931a-12a0-11ea-b098-acde48001122,Being round is typical of (a/an) biscuit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23634,4ac44fc6-20bd-4430-bd80-16e5480f4de5,2019-12-05 11:13:21,736.931,2019-12-05 10:02:16.449000,2019-12-05 10:14:33.380000,3.0,true,typical_of_concept,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,a3e3d030-0c8f-4d8f-9ae8-ce9c07444841,PROLIFIC,05-Dec-2019 11:04:09,114,4489,d5e2931a-12a0-11ea-b098-acde48001122,Being round is typical of (a/an) biscuit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23129,a9900f8c-8df4-4095-b44d-3e091e053224,2019-12-05 11:04:09,883.688,2019-12-05 10:01:59.547000,2019-12-05 10:16:43.235000,8.0,true,typical_of_concept,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,4d4432b9-833a-414d-b26a-726191a1e715,PROLIFIC,05-Dec-2019 11:03:34,114,4489,d5e2931a-12a0-11ea-b098-acde48001122,Being round is typical of (a/an) biscuit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23107,86697dbd-6687-4e2c-89e6-ae959947cae4,2019-12-05 11:03:34,458.918,2019-12-05 10:02:08.219000,2019-12-05 10:09:47.137000,9.0,false,typical_of_concept,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,7cc1a4dd-1781-45ff-9f1c-d93958181769,PROLIFIC,05-Dec-2019 11:08:58,114,4489,d5e2931a-12a0-11ea-b098-acde48001122,Being round is typical of (a/an) biscuit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23357,fb062f96-bdfc-481f-95dd-c345aa5b14c2,2019-12-05 11:08:58,1235.465,2019-12-05 10:01:07.609000,2019-12-05 10:21:43.074000,3.0,false,typical_of_concept,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,115f13ba-ae36-4b0f-810e-3d7a17a7041e,PROLIFIC,05-Dec-2019 11:10:21,114,4489,d5e2931a-12a0-11ea-b098-acde48001122,Being round is typical of (a/an) biscuit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23452,3b5706b2-c857-4081-ab3d-ecf4d8fc406c,2019-12-05 11:10:21,592.475,2019-12-05 10:00:43.914000,2019-12-05 10:10:36.389000,5.0,true,typical_of_concept,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,d329e270-9b2d-4838-ba5d-6b6253f5fca6,PROLIFIC,05-Dec-2019 11:12:36,114,4500,d5e293d8-12a0-11ea-b098-acde48001122,Being round applies to biscuit and other such things.,Being alcoholic applies to merlot and other such things.,Being transparent applies to table and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23584,8faf3741-1467-412d-84c9-9e8a4df6b4ce,2019-12-05 11:12:36,736.931,2019-12-05 10:02:16.449000,2019-12-05 10:14:33.380000,2.0,true,implied_category,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,a3e3d030-0c8f-4d8f-9ae8-ce9c07444841,PROLIFIC,05-Dec-2019 11:07:08,114,4500,d5e293d8-12a0-11ea-b098-acde48001122,Being round applies to biscuit and other such things.,Being alcoholic applies to merlot and other such things.,Being transparent applies to table and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23238,47701313-d1a5-4d69-abdd-b77efc3af033,2019-12-05 11:07:08,883.688,2019-12-05 10:01:59.547000,2019-12-05 10:16:43.235000,3.0,true,implied_category,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,4d4432b9-833a-414d-b26a-726191a1e715,PROLIFIC,05-Dec-2019 11:06:55,114,4500,d5e293d8-12a0-11ea-b098-acde48001122,Being round applies to biscuit and other such things.,Being alcoholic applies to merlot and other such things.,Being transparent applies to table and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23225,dc3d5941-14a2-42fc-967d-8691a5e5b12e,2019-12-05 11:06:55,458.918,2019-12-05 10:02:08.219000,2019-12-05 10:09:47.137000,5.0,false,implied_category,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,7cc1a4dd-1781-45ff-9f1c-d93958181769,PROLIFIC,05-Dec-2019 11:08:42,114,4500,d5e293d8-12a0-11ea-b098-acde48001122,Being round applies to biscuit and other such things.,Being alcoholic applies to merlot and other such things.,Being transparent applies to table and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23337,a68511b9-4aa6-4ef7-96f8-53aba79025d0,2019-12-05 11:08:42,1235.465,2019-12-05 10:01:07.609000,2019-12-05 10:21:43.074000,4.0,false,implied_category,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,115f13ba-ae36-4b0f-810e-3d7a17a7041e,PROLIFIC,05-Dec-2019 11:07:22,114,4500,d5e293d8-12a0-11ea-b098-acde48001122,Being round applies to biscuit and other such things.,Being alcoholic applies to merlot and other such things.,Being transparent applies to table and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23255,9ab449ae-7c68-44d4-bdc3-643759605217,2019-12-05 11:07:22,592.475,2019-12-05 10:00:43.914000,2019-12-05 10:10:36.389000,4.0,true,implied_category,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,d329e270-9b2d-4838-ba5d-6b6253f5fca6,PROLIFIC,05-Dec-2019 11:10:20,114,4502,d5e2911c-12a0-11ea-b098-acde48001122,(A/An) biscuit is a typical example of things which are  round. ,(A/An) star is a typical example of things which are  shining. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23450,f4e3a291-d328-4bb8-992b-71bc880d6e6a,2019-12-05 11:10:20,736.931,2019-12-05 10:02:16.449000,2019-12-05 10:14:33.380000,6.0,false,typical_of_property,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,a3e3d030-0c8f-4d8f-9ae8-ce9c07444841,PROLIFIC,05-Dec-2019 11:06:24,114,4502,d5e2911c-12a0-11ea-b098-acde48001122,(A/An) biscuit is a typical example of things which are  round. ,(A/An) star is a typical example of things which are  shining. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23200,3e370e1a-7055-4cf2-9e35-5977d8e75768,2019-12-05 11:06:24,883.688,2019-12-05 10:01:59.547000,2019-12-05 10:16:43.235000,4.0,true,typical_of_property,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,4d4432b9-833a-414d-b26a-726191a1e715,PROLIFIC,05-Dec-2019 11:04:57,114,4502,d5e2911c-12a0-11ea-b098-acde48001122,(A/An) biscuit is a typical example of things which are  round. ,(A/An) star is a typical example of things which are  shining. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23150,ddaf3352-b14d-4acf-b798-6dd6da6dc2b8,2019-12-05 11:04:57,458.918,2019-12-05 10:02:08.219000,2019-12-05 10:09:47.137000,4.0,false,typical_of_property,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,7cc1a4dd-1781-45ff-9f1c-d93958181769,PROLIFIC,05-Dec-2019 11:21:00,114,4502,d5e2911c-12a0-11ea-b098-acde48001122,(A/An) biscuit is a typical example of things which are  round. ,(A/An) star is a typical example of things which are  shining. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23978,1e17800a-36df-4bfa-90b2-21a190cfff32,2019-12-05 11:21:00,1235.465,2019-12-05 10:01:07.609000,2019-12-05 10:21:43.074000,2.0,false,typical_of_property,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,115f13ba-ae36-4b0f-810e-3d7a17a7041e,PROLIFIC,05-Dec-2019 11:06:36,114,4502,d5e2911c-12a0-11ea-b098-acde48001122,(A/An) biscuit is a typical example of things which are  round. ,(A/An) star is a typical example of things which are  shining. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23210,8e4e1166-33d6-463c-ab9a-7563f7fd661b,2019-12-05 11:06:36,592.475,2019-12-05 10:00:43.914000,2019-12-05 10:10:36.389000,6.0,true,typical_of_property,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,d329e270-9b2d-4838-ba5d-6b6253f5fca6,PROLIFIC,05-Dec-2019 11:12:34,114,4514,d5e2948c-12a0-11ea-b098-acde48001122,A certain type of biscuit is round and other types are not. ,A certain type of pepper is spicy and other types are not. ,A certain type of fabric is soft and other types are not. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23582,54c6a8c2-ab6f-482b-9352-42142e11f6b3,2019-12-05 11:12:34,736.931,2019-12-05 10:02:16.449000,2019-12-05 10:14:33.380000,2.0,true,variability_subcategories,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
qu70-s_qu70-batch40.csv,1,NOT AVAILABLE,NOT AVAILABLE,a3e3d030-0c8f-4d8f-9ae8-ce9c07444841,PROLIFIC,05-Dec-2019 11:04:50,114,4514,d5e2948c-12a0-11ea-b098-acde48001122,A certain type of biscuit is round and other types are not. ,A certain type of pepper is spicy and other types are not. ,A certain type of fabric is soft and other types are not. ,1,1,https://app.prolific.co/submissions/complete?cc=295E18D9,23146,6ea8045c-5b42-4b0f-b326-2e8e3e9535f6,2019-12-05 11:04:50,883.688,2019-12-05 10:01:59.547000,2019-12-05 10:16:43.235000,4.0,true,variability_subcategories,round,biscuit,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch40_1.csv
