filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,b1a23b9c-7757-44b1-bc9d-a50645d04d2e,PROLIFIC,05-Dec-2019 11:09:15,115,4564,d4dee072-12a0-11ea-b098-acde48001122,(A/An) gherkin cannot be red.,(A/An) water cannot be dry.,(A/An) book cannot be light.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23375,40a5c384-1e82-4ef6-b163-04c5a26e22d6,2019-12-05 11:09:15,302.399,2019-12-05 10:05:36.820000,2019-12-05 10:10:39.219000,5.0,true,impossible,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,18079426-3a4e-456c-b93c-9996b1304544,PROLIFIC,05-Dec-2019 11:19:39,115,4564,d4dee072-12a0-11ea-b098-acde48001122,(A/An) gherkin cannot be red.,(A/An) water cannot be dry.,(A/An) book cannot be light.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23957,2596b7db-84c7-4f04-b21e-85436def2719,2019-12-05 11:19:39,1085.769,2019-12-05 10:06:24.096000,2019-12-05 10:24:29.865000,11.0,false,impossible,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,82911496-4d11-4548-b5af-0a1bb05b3d89,PROLIFIC,05-Dec-2019 12:05:00,115,4564,d4dee072-12a0-11ea-b098-acde48001122,(A/An) gherkin cannot be red.,(A/An) water cannot be dry.,(A/An) book cannot be light.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,24152,c5e2d49f-587c-4188-a5f3-3fc15b603cee,2019-12-05 12:05:00,739.144,2019-12-05 11:00:11.186000,2019-12-05 11:12:30.330000,6.0,true,impossible,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,568aa8c0-4cd8-40b1-8206-96d86cac4097,PROLIFIC,05-Dec-2019 11:09:49,115,4564,d4dee072-12a0-11ea-b098-acde48001122,(A/An) gherkin cannot be red.,(A/An) water cannot be dry.,(A/An) book cannot be light.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23418,0332bdbb-6c08-47f8-89bc-edb03c4bef7b,2019-12-05 11:09:49,694.379,2019-12-05 10:05:28.539000,2019-12-05 10:17:02.918000,5.0,true,impossible,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,943a752d-2529-4324-b545-ac23564a09ff,PROLIFIC,05-Dec-2019 11:12:18,115,4564,d4dee072-12a0-11ea-b098-acde48001122,(A/An) gherkin cannot be red.,(A/An) water cannot be dry.,(A/An) book cannot be light.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23564,b60ce665-86ac-4deb-84cc-e0ad818ed21b,2019-12-05 11:12:18,447.155,2019-12-05 10:04:55.641000,2019-12-05 10:12:22.796000,7.796,false,impossible,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,b1a23b9c-7757-44b1-bc9d-a50645d04d2e,PROLIFIC,05-Dec-2019 11:06:38,115,4569,d4dedb72-12a0-11ea-b098-acde48001122,Being red applies to gherkin and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23211,29daa73c-7fc5-4770-b1a3-16ca36cbce85,2019-12-05 11:06:38,302.399,2019-12-05 10:05:36.820000,2019-12-05 10:10:39.219000,6.0,false,implied_category,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,18079426-3a4e-456c-b93c-9996b1304544,PROLIFIC,05-Dec-2019 11:12:22,115,4569,d4dedb72-12a0-11ea-b098-acde48001122,Being red applies to gherkin and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23570,8c6cc0a4-eb7a-4e34-88ff-9484ea833cbd,2019-12-05 11:12:22,1085.769,2019-12-05 10:06:24.096000,2019-12-05 10:24:29.865000,23.0,false,implied_category,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,82911496-4d11-4548-b5af-0a1bb05b3d89,PROLIFIC,05-Dec-2019 12:02:17,115,4569,d4dedb72-12a0-11ea-b098-acde48001122,Being red applies to gherkin and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,24140,ffc773f5-572c-4ebe-8117-86097654a7d2,2019-12-05 12:02:17,739.144,2019-12-05 11:00:11.186000,2019-12-05 11:12:30.330000,16.0,false,implied_category,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,568aa8c0-4cd8-40b1-8206-96d86cac4097,PROLIFIC,05-Dec-2019 11:16:14,115,4569,d4dedb72-12a0-11ea-b098-acde48001122,Being red applies to gherkin and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23865,a0f4b721-4b81-4b30-b246-dcc6bae0ef93,2019-12-05 11:16:14,694.379,2019-12-05 10:05:28.539000,2019-12-05 10:17:02.918000,3.0,false,implied_category,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
qu70-s_qu70-batch41.csv,1,NOT AVAILABLE,NOT AVAILABLE,943a752d-2529-4324-b545-ac23564a09ff,PROLIFIC,05-Dec-2019 11:12:13,115,4569,d4dedb72-12a0-11ea-b098-acde48001122,Being red applies to gherkin and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=505E9459,23559,d14657d9-a747-4317-b7d5-08ae9f64a63d,2019-12-05 11:12:13,447.155,2019-12-05 10:04:55.641000,2019-12-05 10:12:22.796000,3.0,false,implied_category,red,gherkin,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch41_1.csv
