filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,cd20ac97-d21f-45fd-898f-390bae628220,PROLIFIC,05-Dec-2019 19:19:20,125,5302,d4ed459a-12a0-11ea-b098-acde48001122,(A/An) ambulance can be either red or a wide range of other options like red. ,(A/An) dress can be either white or a wide range of other options like white. ,(A/An) canary can be either white or a wide range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26873,2fc5d6a4-a1e2-4aab-99eb-80c70f16afdf,2019-12-05 19:19:20,84.352,2019-12-05 18:17:59.230000,2019-12-05 18:19:23.582000,7.582,true,variability_open,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,87d7132d-5ebe-4637-9d8f-c2654bbb5259,PROLIFIC,05-Dec-2019 19:18:53,125,5302,d4ed459a-12a0-11ea-b098-acde48001122,(A/An) ambulance can be either red or a wide range of other options like red. ,(A/An) dress can be either white or a wide range of other options like white. ,(A/An) canary can be either white or a wide range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26839,fb68f20b-f9d5-4b09-affc-6baf82bc7ae6,2019-12-05 19:18:53,183.455,2019-12-05 18:17:19.602000,2019-12-05 18:20:23.057000,21.0,true,variability_open,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,67c7748a-13d8-4b5a-8992-4c69498bf5db,PROLIFIC,05-Dec-2019 19:27:44,125,5302,d4ed459a-12a0-11ea-b098-acde48001122,(A/An) ambulance can be either red or a wide range of other options like red. ,(A/An) dress can be either white or a wide range of other options like white. ,(A/An) canary can be either white or a wide range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,27080,fde6a428-df54-4b18-91e8-5475a2bb2786,2019-12-05 19:27:44,671.857,2019-12-05 18:17:25.955000,2019-12-05 18:28:37.812000,8.0,false,variability_open,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,d885dd78-0c71-4388-8e82-878f26d39561,PROLIFIC,05-Dec-2019 19:16:45,125,5302,d4ed459a-12a0-11ea-b098-acde48001122,(A/An) ambulance can be either red or a wide range of other options like red. ,(A/An) dress can be either white or a wide range of other options like white. ,(A/An) canary can be either white or a wide range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26717,a9a553dc-fc1f-46e2-9e16-35d91fe6eab1,2019-12-05 19:16:45,82.152,2019-12-05 18:16:05.649000,2019-12-05 18:17:27.801000,7.0,true,variability_open,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,51515a21-ee53-4795-88c0-25757d70021c,PROLIFIC,05-Dec-2019 19:22:11,125,5302,d4ed459a-12a0-11ea-b098-acde48001122,(A/An) ambulance can be either red or a wide range of other options like red. ,(A/An) dress can be either white or a wide range of other options like white. ,(A/An) canary can be either white or a wide range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,27012,685bb00f-b144-4fdd-a87e-b9a597a4a1c1,2019-12-05 19:22:11,708.021,2019-12-05 18:17:25.628000,2019-12-05 18:29:13.649000,285.372,false,variability_open,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,cd20ac97-d21f-45fd-898f-390bae628220,PROLIFIC,05-Dec-2019 19:19:06,125,5303,d4ed40e0-12a0-11ea-b098-acde48001122,(A/An) ambulance is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26856,9be249a1-170e-4e41-aac5-bea743d94b0a,2019-12-05 19:19:06,84.352,2019-12-05 18:17:59.230000,2019-12-05 18:19:23.582000,4.0,false,typical_of_property,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,87d7132d-5ebe-4637-9d8f-c2654bbb5259,PROLIFIC,05-Dec-2019 19:19:36,125,5303,d4ed40e0-12a0-11ea-b098-acde48001122,(A/An) ambulance is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26889,9e15821a-1216-447c-986e-e337d749fd1b,2019-12-05 19:19:36,183.455,2019-12-05 18:17:19.602000,2019-12-05 18:20:23.057000,14.0,false,typical_of_property,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,67c7748a-13d8-4b5a-8992-4c69498bf5db,PROLIFIC,05-Dec-2019 19:27:36,125,5303,d4ed40e0-12a0-11ea-b098-acde48001122,(A/An) ambulance is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,27079,65288452-200a-4524-88d0-8eee86ac3047,2019-12-05 19:27:36,671.857,2019-12-05 18:17:25.955000,2019-12-05 18:28:37.812000,24.0,false,typical_of_property,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,d885dd78-0c71-4388-8e82-878f26d39561,PROLIFIC,05-Dec-2019 19:16:57,125,5303,d4ed40e0-12a0-11ea-b098-acde48001122,(A/An) ambulance is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,26730,f2ded91a-ed85-4cb7-9487-22993881516e,2019-12-05 19:16:57,82.152,2019-12-05 18:16:05.649000,2019-12-05 18:17:27.801000,12.0,true,typical_of_property,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
qu70-s_qu70-batch50.csv,1,NOT AVAILABLE,NOT AVAILABLE,51515a21-ee53-4795-88c0-25757d70021c,PROLIFIC,05-Dec-2019 19:24:44,125,5303,d4ed40e0-12a0-11ea-b098-acde48001122,(A/An) ambulance is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=8FEFB5E5,27057,fb7eaf4f-a6ac-455e-8a3a-314f651ee615,2019-12-05 19:24:44,708.021,2019-12-05 18:17:25.628000,2019-12-05 18:29:13.649000,83.0,false,typical_of_property,red,ambulance,../data/prolific_output/run1-group_experiment1/qu70-s_qu70-batch50_1.csv
