filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,d5952193-766f-4c8c-a4a7-4d9053db4495,PROLIFIC,27-Jan-2021 18:28:10,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),401759,8a98c337-5730-44b7-a351-0a0b845806c5,2021-01-27 18:28:10,508.386,2021-01-27 17:22:06.456000,2021-01-27 17:30:34.842000,7.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,6fa7cd38-d46c-48f9-9d4b-f21dca6a86e4,PROLIFIC,27-Jan-2021 20:04:02,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),403519,e15c546f-41b4-4bb7-8224-ab95c17a1fe4,2021-01-27 20:04:02,450.209,2021-01-27 19:01:20.162000,2021-01-27 19:08:50.371000,6.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,5797e374-78aa-4996-82c1-b1b16deaa653,PROLIFIC,27-Jan-2021 18:20:40,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),401494,23b009b6-486a-447d-98a6-3ce3dc92a797,2021-01-27 18:20:40,420.956,2021-01-27 17:13:52.810000,2021-01-27 17:20:53.766000,2.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,89cf4c8d-170a-4389-9f89-a95759424309,PROLIFIC,27-Jan-2021 17:41:00,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),400318,513de71e-4c5d-4695-b1d0-20c4f1483e7e,2021-01-27 17:41:00,608.538,2021-01-27 16:33:16.082000,2021-01-27 16:43:24.620000,3.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,ffe3c354-5a4a-4548-a246-e09d89ad437f,PROLIFIC,27-Jan-2021 17:11:15,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),399984,f7cd880a-29e1-496b-a4bb-7c60cbc3f94e,2021-01-27 17:11:15,652.42,2021-01-27 16:10:50.499000,2021-01-27 16:21:42.919000,3.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,459bf06f-1930-4e65-ade4-5848386a8807,PROLIFIC,27-Jan-2021 19:27:01,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),402897,cf3adcf8-7b3c-4a07-9030-725d8069b082,2021-01-27 19:27:01,515.292,2021-01-27 18:18:56.541000,2021-01-27 18:27:31.833000,2.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,eb6b63b7-fc53-420b-9a80-d23d42dfa4d5,PROLIFIC,27-Jan-2021 18:43:48,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),402187,4e244068-ab6e-4666-b748-38757956db2b,2021-01-27 18:43:48,560.366,2021-01-27 17:41:14.912000,2021-01-27 17:50:35.278000,3.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,079721af-fd39-4b03-8c56-75755b8fd0e5,PROLIFIC,27-Jan-2021 18:07:15,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),400939,d165150f-f1c3-41bd-aa45-f7773dfea46f,2021-01-27 18:07:15,862.902,2021-01-27 16:55:11.906000,2021-01-27 17:09:34.808000,13.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,df22a112-e62a-4607-8c70-d22a89b1a7d6,PROLIFIC,27-Jan-2021 19:46:54,1159,45453,595d5ab6-9e9b-4528-8a4b-88bad73d7293,"I think (a/an) cucumber can be green, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),403127,f65feb6c-22f8-40dd-ac1f-7333b6b1eef7,2021-01-27 19:46:54,539.057,2021-01-27 18:41:41.814000,2021-01-27 18:50:40.871000,3.0,false,rare,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
qu70-s_qu5-batch43.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,d5952193-766f-4c8c-a4a7-4d9053db4495,PROLIFIC,27-Jan-2021 18:27:25,1159,45454,6f6acd8c-fdb2-401f-b3d9-8877a0aa11cf,``Green'' is one for the first things which come to mind when I hear ``cucumber' because green is one of the typical colors of (a/an) cucumber'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,5_pilot,https://app.prolific.co/submissions/complete?cc=49EDEEC7,Agree or disagree (run5_pilot-experiment3-batch43-70-70),401749,09ea16d3-b443-44d5-9f75-84d19ecd4633,2021-01-27 18:27:25,508.386,2021-01-27 17:22:06.456000,2021-01-27 17:30:34.842000,4.0,true,typical_of_concept,green,cucumber,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu5-batch43.csv
