filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,30274af4-9cba-4d97-9b1d-466265c227b2,PROLIFIC,02-Apr-2020 12:03:53,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,53577,6fa1b3eb-30f4-4098-bc4c-134aff1d1878,2020-04-02 12:03:53,515.193,2020-04-02 09:59:59.099000,2020-04-02 10:08:34.292000,7.0,true,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,21600eb3-48e7-4086-bfcc-f57b18482ccf,PROLIFIC,02-Apr-2020 12:04:50,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,53765,22ef0c16-7dac-47e3-a890-20c8d725f5c2,2020-04-02 12:04:50,389.896,2020-04-02 09:59:24.389000,2020-04-02 10:05:54.285000,5.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,2a1a9bb1-cf2a-434b-a858-0502158a1683,PROLIFIC,02-Apr-2020 12:17:23,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,54534,d25eb09c-e304-4cf0-9f7d-64b0e9c94a2b,2020-04-02 12:17:23,1076.096,2020-04-02 10:01:49.828000,2020-04-02 10:19:45.924000,3.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,895eaa8c-8ee1-4402-a249-b8fe7112b057,PROLIFIC,02-Apr-2020 12:10:11,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,54387,dc852138-869f-4cf6-86ec-3582584d6301,2020-04-02 12:10:11,562.485,2020-04-02 10:00:58.030000,2020-04-02 10:10:20.515000,1.0,true,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,0e892dbb-6204-4ea7-a2a5-c03897a91b0a,PROLIFIC,02-Apr-2020 12:09:19,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,54336,9cff1a9d-da3e-42cb-928b-be7c9510f363,2020-04-02 12:09:19,652.529,2020-04-02 10:01:01.947000,2020-04-02 10:11:54.476000,4.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,0c779774-de31-48fc-8dca-ea83c046102d,PROLIFIC,02-Apr-2020 12:03:57,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,53589,740554c7-4a43-4da6-bcdf-3da92b186e55,2020-04-02 12:03:57,562.014,2020-04-02 09:59:50.404000,2020-04-02 10:09:12.418000,9.0,true,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,6744d4f4-2a54-4d33-b4de-1396e36ed2c1,PROLIFIC,02-Apr-2020 12:14:23,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,54507,8a3cff3a-affc-48da-9fa4-9d39a4f3c849,2020-04-02 12:14:23,879.049,2020-04-02 10:00:12.503000,2020-04-02 10:14:51.552000,9.0,true,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,c591aef2-6d02-4d3b-9aa0-e185238f9a71,PROLIFIC,02-Apr-2020 12:00:45,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,52950,458891a2-6f15-4b40-b5a4-71c688485283,2020-04-02 12:00:45,401.477,2020-04-02 09:59:02.059000,2020-04-02 10:05:43.536000,8.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,45763273-7b21-45c1-b195-929349436eca,PROLIFIC,02-Apr-2020 12:06:33,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,54030,929912b8-de86-402c-a2c8-fd259b5592ed,2020-04-02 12:06:33,,,,4.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
qu70-s_qu70-batch33.csv,,NOT AVAILABLE,NOT AVAILABLE,456fdd47-7c92-4cd0-ab74-c4948b19076e,PROLIFIC,02-Apr-2020 12:02:35,204,8148,97b9f0e6-8bd7-45e7-afa6-034be7033737,You can find (a/an) boiler which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) computer which can heat/be used for heating. This is not what it usually does or is used for. ,You can find (a/an) brush which can paint/be used for painting. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=2853F3E6,53301,5eb3e3fd-b90a-498b-bb47-3b47573fe73b,2020-04-02 12:02:35,,,,3.0,false,afforded_unusual,roll,boiler,../data/prolific_output/run3-group_experiment1/qu70-s_qu70-batch33.csv
