filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,c9257fdf-a0b4-4acc-aba7-7de33660f1b0,PROLIFIC,11-Jan-2021 16:10:39,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),328576,ad139273-d67c-4272-9bff-1d53ae217bd7,2021-01-11 16:10:39,567.406,2021-01-11 15:03:29.763000,2021-01-11 15:12:57.169000,7.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,69cb6d77-a2fc-4833-8180-f33d07dc4f14,PROLIFIC,11-Jan-2021 15:19:14,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),327500,86ed74fa-f366-4f93-bcb1-0ffe307006ea,2021-01-11 15:19:14,423.782,2021-01-11 14:18:48.108000,2021-01-11 14:25:51.890000,25.892,true,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,67616648-48b2-4c7c-847c-3cfe6d860951,PROLIFIC,11-Jan-2021 16:15:55,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),328653,917d641c-3ad4-48b7-bb51-b4cc79e8f9ef,2021-01-11 16:15:55,929.64,2021-01-11 15:12:27.372000,2021-01-11 15:27:57.012000,68.0,true,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,8c2911af-9aab-4cc9-b854-11b8b00f49ab,PROLIFIC,11-Jan-2021 15:36:01,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),327819,ec0bb64f-67a3-48e0-8a1f-9ed736f9ce8c,2021-01-11 15:36:01,311.072,2021-01-11 14:34:27.759000,2021-01-11 14:39:38.831000,8.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,179a6ea5-af99-440c-b351-fe6d06dbbd41,PROLIFIC,11-Jan-2021 14:42:39,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),327389,7b3062aa-4990-4389-91da-a3d9251ad81f,2021-01-11 14:42:39,1280.347,2021-01-11 13:31:15.525000,2021-01-11 13:52:35.872000,5.0,true,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,4143fee4-d4f0-4e3d-901d-91dbd47391f1,PROLIFIC,11-Jan-2021 16:43:40,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),329540,9fac853d-b44d-44d2-b16d-b6631ded743c,2021-01-11 16:43:40,1062.081,2021-01-11 15:26:43.686000,2021-01-11 15:44:25.767000,2.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,a3b6a0f4-3753-4923-97d4-d0e3646f567f,PROLIFIC,11-Jan-2021 15:50:01,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),328207,20862635-6782-4805-85b6-03c148b58e6e,2021-01-11 15:50:01,728.912,2021-01-11 14:42:47.342000,2021-01-11 14:54:56.254000,5.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,5395943b-b705-44ae-a414-8a2324ad9bc9,PROLIFIC,11-Jan-2021 16:04:07,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),328376,5fddcfdc-1995-4d3e-9231-c0316d91765d,2021-01-11 16:04:07,1821.915,2021-01-11 14:37:38.434000,2021-01-11 15:08:00.349000,2.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,93323109-435d-4f37-a41b-e4a720b53a81,PROLIFIC,11-Jan-2021 16:26:15,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),329086,af8eeda0-db01-436d-8e96-19e40af88fff,2021-01-11 16:26:15,349.588,2021-01-11 15:21:12.647000,2021-01-11 15:27:02.235000,7.0,true,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
qu70-s_qu3-batch21.csv-1,1,NOT AVAILABLE,NOT AVAILABLE,93c27b0c-99b3-42ba-9900-7512fd8fbb21,PROLIFIC,11-Jan-2021 16:20:06,1053,37729,ad851bdf-c29f-474f-82bf-9b9afcf7d721,"I think (a/an) plantain can be juicy, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell pepper can be green, but this is rare or uncommon.",5_pilot,https://app.prolific.co/submissions/complete?cc=7D45A602,Agree or disagree (run5_pilot-experiment3-batch21-70-70),328686,558f6c22-7312-4983-ae63-04944972cd8c,2021-01-11 16:20:06,221.713,2021-01-11 15:19:35.319000,2021-01-11 15:23:17.032000,5.0,false,rare,juicy,plantain,../data/prolific_output/run5_pilot-group_experiment3/qu70-s_qu3-batch21.csv
